ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date,cleaned_text
4620,Laptop not turning on,Hardware Issue,Low,8.93,Cloud Team,In Progress,2025-10-25,laptop turning
4621,Azure VM not responding,Cloud Issue,Medium,9.69,IT Support,Resolved,2026-02-28,azure vm responding
4622,Unauthorized access attempt,Security Incident,Medium,10.6,Database Team,Resolved,2025-10-03,unauthorized access attempt
4623,VPN disconnecting repeatedly,VPN Access,Medium,6.62,Cloud Team,In Progress,2025-11-18,vpn disconnecting repeatedly
4624,Suspicious login detected,Security Incident,Low,3.6,Cloud Team,Closed,2025-09-05,suspicious login detected
4625,Unable to connect to database,Database Issue,High,1.13,Application Team,Open,2026-05-02,unable connect database
4626,Azure VM not responding,Cloud Issue,Low,11.55,Application Team,Resolved,2025-06-30,azure vm responding
4627,Dashboard not loading correctly,Application Bug,Medium,6.87,Network Team,Closed,2025-08-07,dashboard loading correctly
4628,VPN disconnecting repeatedly,VPN Access,Critical,10.48,Cloud Team,Closed,2025-09-17,vpn disconnecting repeatedly
4629,VPN disconnecting repeatedly,VPN Access,Medium,10.01,Database Team,In Progress,2025-11-05,vpn disconnecting repeatedly
4630,Password reset link not working,Password Reset,High,4.35,IT Support,In Progress,2025-08-23,password reset link working
4631,Unable to send company email,Email Issue,Critical,11.63,Cloud Team,Open,2026-05-19,unable send company email
4632,Unable to access internal network,Network Issue,Medium,2.52,Cloud Team,Open,2026-05-16,unable access internal network
4633,Forgot system password,Password Reset,High,8.9,Database Team,In Progress,2025-12-03,forgot system password
4634,Malware alert triggered,Security Incident,Medium,11.69,Security Team,In Progress,2025-11-09,malware alert triggered
4635,VPN disconnecting repeatedly,VPN Access,High,4.54,IT Support,In Progress,2026-05-06,vpn disconnecting repeatedly
4636,Unable to connect to database,Database Issue,Medium,10.97,Database Team,Resolved,2025-09-03,unable connect database
4637,Outlook not syncing emails,Email Issue,High,3.78,Cloud Team,Open,2025-10-19,outlook syncing emails
4638,Azure VM not responding,Cloud Issue,Medium,5.96,Security Team,Resolved,2025-09-25,azure vm responding
4639,WiFi disconnecting frequently,Network Issue,Critical,7.41,Network Team,In Progress,2026-02-14,wifi disconnecting frequently
4640,Unable to install software update,Software Issue,Low,7.3,Network Team,Open,2025-11-10,unable install software update
4641,Outlook not syncing emails,Email Issue,Medium,9.53,Security Team,Resolved,2026-04-23,outlook syncing emails
4642,WiFi disconnecting frequently,Network Issue,High,3.98,Database Team,Open,2026-02-22,wifi disconnecting frequently
4643,Email attachments not opening,Email Issue,Low,8.53,IT Support,Resolved,2026-02-15,email attachments opening
4644,WiFi disconnecting frequently,Network Issue,Medium,7.83,Cloud Team,Resolved,2026-05-13,wifi disconnecting frequently
4645,SQL server connection timeout,Database Issue,Medium,7.51,Cloud Team,Closed,2025-11-16,sql server connection timeout
4646,API returning unexpected error,Application Bug,High,8.21,Security Team,Closed,2026-02-03,api returning unexpected error
4647,Forgot system password,Password Reset,Critical,4.36,IT Support,Resolved,2026-04-26,forgot system password
4648,Form submission failed,Application Bug,High,6.04,Application Team,In Progress,2026-05-17,form submission failed
4649,Internet speed extremely slow,Network Issue,Low,3.08,Network Team,Closed,2025-07-28,internet speed extremely slow
4650,Unable to connect to database,Database Issue,High,11.98,Database Team,Closed,2026-01-11,unable connect database
4651,Unable to connect to database,Database Issue,Low,8.61,IT Support,Open,2026-02-06,unable connect database
4652,Cloud storage access denied,Cloud Issue,Low,3.24,Database Team,Open,2026-05-25,cloud storage access denied
4653,Form submission failed,Application Bug,Critical,7.65,Network Team,Closed,2025-10-26,form submission failed
4654,Suspicious login detected,Security Incident,High,8.56,Cloud Team,In Progress,2026-03-25,suspicious login detected
4655,Database query execution failed,Database Issue,Low,7.78,Application Team,Closed,2025-08-30,database query execution failed
4656,Malware alert triggered,Security Incident,Medium,3.11,Network Team,Open,2026-01-24,malware alert triggered
4657,Application crashing frequently,Software Issue,Low,5.28,Security Team,Resolved,2025-06-23,application crashing frequently
4658,Suspicious login detected,Security Incident,Medium,2.35,Security Team,Closed,2025-12-05,suspicious login detected
4659,VPN connection failed remotely,VPN Access,Critical,10.23,IT Support,Resolved,2025-07-23,vpn connection failed remotely
4660,VPN disconnecting repeatedly,VPN Access,Critical,3.31,Security Team,Open,2025-07-02,vpn disconnecting repeatedly
4661,Email attachments not opening,Email Issue,Low,6.24,Security Team,Open,2026-01-01,email attachments opening
4662,Unable to access internal network,Network Issue,High,7.5,Database Team,In Progress,2026-01-29,unable access internal network
4663,Form submission failed,Application Bug,High,6.61,Network Team,In Progress,2026-03-23,form submission failed
4664,Password reset link not working,Password Reset,High,10.58,Application Team,Open,2025-10-30,password reset link working
4665,API returning unexpected error,Application Bug,Low,3.34,Network Team,Closed,2025-08-03,api returning unexpected error
4666,API returning unexpected error,Application Bug,Low,2.84,IT Support,Closed,2025-12-01,api returning unexpected error
4667,Email attachments not opening,Email Issue,Critical,3.68,Application Team,Open,2026-01-01,email attachments opening
4668,Cloud storage access denied,Cloud Issue,Critical,1.5,Application Team,In Progress,2026-01-08,cloud storage access denied
4669,VPN connection failed remotely,VPN Access,Medium,5.35,Application Team,Resolved,2025-07-24,vpn connection failed remotely
4670,Suspicious login detected,Security Incident,High,8.33,Network Team,Open,2025-10-28,suspicious login detected
4671,AWS server instance down,Cloud Issue,Low,1.72,IT Support,Resolved,2025-08-23,aws server instance
4672,SQL server connection timeout,Database Issue,Medium,3.85,IT Support,Open,2026-03-14,sql server connection timeout
4673,API returning unexpected error,Application Bug,Critical,5.61,Network Team,Open,2026-03-04,api returning unexpected error
4674,Monitor display flickering,Hardware Issue,High,9.54,Cloud Team,Resolved,2026-05-08,monitor display flickering
4675,Outlook not syncing emails,Email Issue,Medium,6.59,Application Team,Open,2025-10-04,outlook syncing emails
4676,Azure VM not responding,Cloud Issue,Low,11.12,Database Team,Closed,2025-10-07,azure vm responding
4677,Suspicious login detected,Security Incident,Critical,8.71,Network Team,Open,2025-10-31,suspicious login detected
4678,Unable to connect to company VPN,VPN Access,Critical,5.66,Cloud Team,In Progress,2026-03-03,unable connect company vpn
4679,SQL server connection timeout,Database Issue,Low,11.65,IT Support,In Progress,2025-08-15,sql server connection timeout
4680,Email attachments not opening,Email Issue,High,11.11,Network Team,Open,2025-08-03,email attachments opening
4681,Dashboard not loading correctly,Application Bug,Critical,5.78,Application Team,Resolved,2026-05-30,dashboard loading correctly
4682,Suspicious login detected,Security Incident,High,8.14,Cloud Team,In Progress,2025-09-30,suspicious login detected
4683,Malware alert triggered,Security Incident,Critical,2.78,Application Team,In Progress,2025-11-19,malware alert triggered
4684,Unable to connect to database,Database Issue,Critical,4.89,Application Team,Closed,2025-08-09,unable connect database
4685,Dashboard not loading correctly,Application Bug,Critical,1.25,Application Team,Closed,2025-07-20,dashboard loading correctly
4686,WiFi disconnecting frequently,Network Issue,Low,11.88,Network Team,Resolved,2025-11-06,wifi disconnecting frequently
4687,AWS server instance down,Cloud Issue,Medium,9.24,Application Team,Open,2025-11-10,aws server instance
4688,Cloud storage access denied,Cloud Issue,Low,3.91,Application Team,Closed,2026-06-06,cloud storage access denied
4689,WiFi disconnecting frequently,Network Issue,Low,8.55,Network Team,In Progress,2025-07-20,wifi disconnecting frequently
4690,Software license expired,Software Issue,High,8.28,Database Team,Open,2025-09-19,software license expired
4691,SQL server connection timeout,Database Issue,Medium,2.43,Application Team,Resolved,2026-01-22,sql server connection timeout
4692,Malware alert triggered,Security Incident,Low,11.38,Database Team,Closed,2025-09-10,malware alert triggered
4693,Form submission failed,Application Bug,Low,1.08,Security Team,Resolved,2025-10-18,form submission failed
4694,Internet speed extremely slow,Network Issue,Critical,11.13,Network Team,Open,2026-01-01,internet speed extremely slow
4695,Malware alert triggered,Security Incident,Medium,11.21,Security Team,Resolved,2025-08-09,malware alert triggered
4696,VPN connection failed remotely,VPN Access,Critical,9.68,Security Team,In Progress,2025-09-21,vpn connection failed remotely
4697,Unable to login after password reset,Password Reset,Low,4.77,Network Team,Closed,2026-04-10,unable login password reset
4698,Cloud storage access denied,Cloud Issue,High,10.6,Application Team,Resolved,2026-06-01,cloud storage access denied
4699,VPN connection failed remotely,VPN Access,Low,11.91,Database Team,In Progress,2026-02-03,vpn connection failed remotely
4700,API returning unexpected error,Application Bug,Critical,10.59,Application Team,Closed,2026-03-27,api returning unexpected error
4701,Azure VM not responding,Cloud Issue,Low,9.54,Security Team,In Progress,2025-09-28,azure vm responding
4702,AWS server instance down,Cloud Issue,High,6.18,Network Team,In Progress,2025-10-14,aws server instance
4703,Unable to connect to database,Database Issue,Medium,9.68,Security Team,In Progress,2026-05-19,unable connect database
4704,Cloud storage access denied,Cloud Issue,Critical,10.46,Cloud Team,Resolved,2026-02-26,cloud storage access denied
4705,Keyboard not working properly,Hardware Issue,Medium,11.3,Database Team,Resolved,2026-02-19,keyboard working properly
4706,Unable to send company email,Email Issue,Low,2.15,IT Support,Open,2025-11-12,unable send company email
4707,Email attachments not opening,Email Issue,High,1.62,Cloud Team,Open,2026-05-20,email attachments opening
4708,Software license expired,Software Issue,Critical,8.81,Security Team,Resolved,2025-08-13,software license expired
4709,Outlook not syncing emails,Email Issue,Critical,10.22,IT Support,In Progress,2026-05-06,outlook syncing emails
4710,Outlook not syncing emails,Email Issue,Medium,10.13,IT Support,In Progress,2026-02-13,outlook syncing emails
4711,Cloud storage access denied,Cloud Issue,High,9.11,Cloud Team,Resolved,2026-04-07,cloud storage access denied
4712,Unable to send company email,Email Issue,Critical,2.33,Application Team,Closed,2026-02-14,unable send company email
4713,AWS server instance down,Cloud Issue,Critical,9.45,Security Team,Open,2025-07-03,aws server instance
4714,API returning unexpected error,Application Bug,High,8.61,IT Support,Resolved,2025-09-29,api returning unexpected error
4715,Suspicious login detected,Security Incident,Low,3.28,Security Team,In Progress,2026-05-15,suspicious login detected
4716,Database query execution failed,Database Issue,Critical,2.82,Application Team,Resolved,2026-01-23,database query execution failed
4717,VPN connection failed remotely,VPN Access,Low,2.7,IT Support,Closed,2026-06-09,vpn connection failed remotely
4718,Cloud storage access denied,Cloud Issue,Critical,4.61,IT Support,Open,2026-05-22,cloud storage access denied
4719,Application crashing frequently,Software Issue,Critical,5.48,Database Team,Closed,2025-12-18,application crashing frequently
4720,Internet speed extremely slow,Network Issue,Medium,5.6,Application Team,Closed,2026-03-16,internet speed extremely slow
4721,Unable to access internal network,Network Issue,High,7.32,Cloud Team,Open,2025-08-14,unable access internal network
4722,Password reset link not working,Password Reset,Medium,10.02,Database Team,Closed,2025-10-30,password reset link working
4723,Azure VM not responding,Cloud Issue,Low,7.27,Network Team,In Progress,2025-10-04,azure vm responding
4724,VPN connection failed remotely,VPN Access,Medium,6.03,Security Team,Resolved,2025-11-15,vpn connection failed remotely
4725,Unable to send company email,Email Issue,High,6.38,Application Team,Open,2025-12-04,unable send company email
4726,Software license expired,Software Issue,Medium,6.27,Security Team,Closed,2025-11-07,software license expired
4727,AWS server instance down,Cloud Issue,Critical,9.27,Cloud Team,Resolved,2025-09-18,aws server instance
4728,Internet speed extremely slow,Network Issue,Critical,9.07,IT Support,Closed,2026-02-26,internet speed extremely slow
4729,Password reset link not working,Password Reset,Critical,9.78,Security Team,Open,2026-01-10,password reset link working
4730,Internet speed extremely slow,Network Issue,Low,9.73,Application Team,In Progress,2026-03-05,internet speed extremely slow
4731,Password reset link not working,Password Reset,High,6.85,IT Support,Open,2026-02-23,password reset link working
4732,Suspicious login detected,Security Incident,Medium,1.17,Security Team,Closed,2026-03-18,suspicious login detected
4733,Monitor display flickering,Hardware Issue,Medium,9.44,Application Team,Resolved,2026-05-27,monitor display flickering
4734,VPN disconnecting repeatedly,VPN Access,Critical,4.18,IT Support,In Progress,2026-04-27,vpn disconnecting repeatedly
4735,Dashboard not loading correctly,Application Bug,High,8.62,Cloud Team,Resolved,2025-11-29,dashboard loading correctly
4736,AWS server instance down,Cloud Issue,Critical,11.67,IT Support,Closed,2026-06-17,aws server instance
4737,Internet speed extremely slow,Network Issue,Low,4.43,Database Team,In Progress,2025-08-08,internet speed extremely slow
4738,Unable to install software update,Software Issue,Low,11.46,Database Team,In Progress,2025-09-10,unable install software update
4739,Unable to access internal network,Network Issue,Critical,6.53,Application Team,Resolved,2025-10-09,unable access internal network
4740,VPN connection failed remotely,VPN Access,High,2.76,Application Team,In Progress,2025-11-18,vpn connection failed remotely
4741,SQL server connection timeout,Database Issue,Low,2.01,Database Team,Resolved,2026-06-08,sql server connection timeout
4742,Azure VM not responding,Cloud Issue,Low,9.82,IT Support,Resolved,2025-10-04,azure vm responding
4743,Unable to send company email,Email Issue,Medium,7.13,Cloud Team,Open,2026-01-14,unable send company email
4744,Forgot system password,Password Reset,Low,10.26,Database Team,Resolved,2025-10-21,forgot system password
4745,Internet speed extremely slow,Network Issue,Low,3.8,Security Team,In Progress,2025-08-30,internet speed extremely slow
4746,AWS server instance down,Cloud Issue,Low,9.06,Application Team,Resolved,2026-01-18,aws server instance
4747,WiFi disconnecting frequently,Network Issue,Critical,4.44,Database Team,Resolved,2025-09-27,wifi disconnecting frequently
4748,Password reset link not working,Password Reset,Low,10.81,Database Team,In Progress,2026-04-02,password reset link working
4749,Unable to install software update,Software Issue,Critical,8.24,Network Team,Resolved,2025-12-11,unable install software update
4750,VPN disconnecting repeatedly,VPN Access,Low,2.69,Application Team,Open,2026-02-03,vpn disconnecting repeatedly
4751,Forgot system password,Password Reset,Critical,9.49,Security Team,In Progress,2026-05-11,forgot system password
4752,Laptop not turning on,Hardware Issue,Critical,6.58,Database Team,In Progress,2026-01-05,laptop turning
4753,AWS server instance down,Cloud Issue,Medium,6.12,Database Team,In Progress,2026-02-22,aws server instance
4754,Keyboard not working properly,Hardware Issue,Medium,9.28,Cloud Team,Resolved,2025-09-14,keyboard working properly
4755,Unable to connect to database,Database Issue,Critical,2.0,Network Team,In Progress,2026-06-12,unable connect database
4756,Outlook not syncing emails,Email Issue,High,9.92,Cloud Team,In Progress,2025-12-11,outlook syncing emails
4757,Azure VM not responding,Cloud Issue,Low,6.62,Security Team,Closed,2026-04-15,azure vm responding
4758,Database query execution failed,Database Issue,High,3.33,Cloud Team,Closed,2025-12-19,database query execution failed
4759,Monitor display flickering,Hardware Issue,Low,7.18,IT Support,Closed,2026-02-12,monitor display flickering
4760,Malware alert triggered,Security Incident,High,6.01,Application Team,Open,2026-04-22,malware alert triggered
4761,Database query execution failed,Database Issue,Critical,7.14,Cloud Team,In Progress,2025-07-23,database query execution failed
4762,Email attachments not opening,Email Issue,Low,3.45,IT Support,Resolved,2026-04-09,email attachments opening
4763,Database query execution failed,Database Issue,Low,11.36,Network Team,Open,2026-02-08,database query execution failed
4764,Cloud storage access denied,Cloud Issue,Medium,9.03,Network Team,Resolved,2026-06-18,cloud storage access denied
4765,Azure VM not responding,Cloud Issue,Low,5.63,Security Team,Closed,2025-07-17,azure vm responding
4766,Software license expired,Software Issue,High,3.26,IT Support,In Progress,2025-07-12,software license expired
4767,API returning unexpected error,Application Bug,Critical,11.62,IT Support,Open,2026-03-22,api returning unexpected error
4768,Internet speed extremely slow,Network Issue,Low,10.92,IT Support,Resolved,2026-05-16,internet speed extremely slow
4769,Laptop not turning on,Hardware Issue,Low,8.79,Cloud Team,In Progress,2026-03-16,laptop turning
4770,Malware alert triggered,Security Incident,Low,6.14,Cloud Team,Closed,2026-06-06,malware alert triggered
4771,Unable to send company email,Email Issue,Low,1.84,Cloud Team,In Progress,2026-04-08,unable send company email
4772,Form submission failed,Application Bug,Low,1.15,IT Support,Closed,2025-06-28,form submission failed
4773,Internet speed extremely slow,Network Issue,Medium,6.82,IT Support,Open,2025-09-04,internet speed extremely slow
4774,SQL server connection timeout,Database Issue,High,8.61,Cloud Team,Open,2026-06-15,sql server connection timeout
4775,Internet speed extremely slow,Network Issue,Medium,8.78,Cloud Team,Closed,2025-08-15,internet speed extremely slow
4776,Internet speed extremely slow,Network Issue,High,1.61,Database Team,Open,2025-07-20,internet speed extremely slow
4777,Monitor display flickering,Hardware Issue,Critical,10.77,Network Team,Resolved,2025-12-05,monitor display flickering
4778,Unable to install software update,Software Issue,Low,10.56,Application Team,Resolved,2026-01-08,unable install software update
4779,Unable to connect to database,Database Issue,Critical,5.94,Cloud Team,Resolved,2026-01-26,unable connect database
4780,Internet speed extremely slow,Network Issue,Low,1.02,Network Team,In Progress,2026-03-22,internet speed extremely slow
4781,WiFi disconnecting frequently,Network Issue,Low,5.15,Cloud Team,Resolved,2025-11-28,wifi disconnecting frequently
4782,WiFi disconnecting frequently,Network Issue,Critical,11.35,Network Team,Closed,2026-01-27,wifi disconnecting frequently
4783,Keyboard not working properly,Hardware Issue,High,1.5,Network Team,Resolved,2025-11-25,keyboard working properly
4784,Unable to connect to company VPN,VPN Access,Low,4.81,Database Team,In Progress,2025-10-19,unable connect company vpn
4785,Unable to install software update,Software Issue,Medium,4.49,Application Team,Open,2026-03-09,unable install software update
4786,Application crashing frequently,Software Issue,Low,1.26,Cloud Team,Resolved,2025-10-21,application crashing frequently
4787,VPN disconnecting repeatedly,VPN Access,Medium,5.45,IT Support,In Progress,2026-02-22,vpn disconnecting repeatedly
4788,Suspicious login detected,Security Incident,Low,11.36,Security Team,In Progress,2025-10-29,suspicious login detected
4789,Suspicious login detected,Security Incident,High,3.72,Application Team,In Progress,2026-04-01,suspicious login detected
4790,Unable to install software update,Software Issue,Low,1.56,Security Team,Resolved,2026-04-16,unable install software update
4791,Dashboard not loading correctly,Application Bug,Low,6.97,Cloud Team,Open,2026-02-25,dashboard loading correctly
4792,WiFi disconnecting frequently,Network Issue,High,6.55,Application Team,In Progress,2025-11-09,wifi disconnecting frequently
4793,Database query execution failed,Database Issue,Low,9.16,Database Team,In Progress,2026-02-25,database query execution failed
4794,Unable to connect to company VPN,VPN Access,Medium,10.76,IT Support,Resolved,2025-07-10,unable connect company vpn
4795,Malware alert triggered,Security Incident,Medium,5.61,Network Team,In Progress,2025-06-21,malware alert triggered
4796,WiFi disconnecting frequently,Network Issue,High,4.85,IT Support,Resolved,2025-12-20,wifi disconnecting frequently
4797,Unable to install software update,Software Issue,High,4.62,IT Support,Closed,2025-10-04,unable install software update
4798,Cloud storage access denied,Cloud Issue,Low,9.09,Database Team,Open,2025-10-10,cloud storage access denied
4799,Laptop not turning on,Hardware Issue,High,1.13,Network Team,In Progress,2025-09-07,laptop turning
4800,Unable to connect to database,Database Issue,Critical,9.7,IT Support,In Progress,2026-06-08,unable connect database
4801,Outlook not syncing emails,Email Issue,High,6.36,Database Team,Resolved,2026-06-03,outlook syncing emails
4802,Database query execution failed,Database Issue,Medium,9.4,IT Support,In Progress,2026-02-07,database query execution failed
4803,Outlook not syncing emails,Email Issue,Medium,2.07,Database Team,Closed,2025-10-31,outlook syncing emails
4804,API returning unexpected error,Application Bug,High,10.24,Application Team,Resolved,2026-04-15,api returning unexpected error
4805,Unable to connect to company VPN,VPN Access,Critical,4.93,Network Team,Resolved,2025-09-19,unable connect company vpn
4806,Database query execution failed,Database Issue,Medium,2.33,IT Support,In Progress,2025-09-28,database query execution failed
4807,API returning unexpected error,Application Bug,Low,2.14,Network Team,Closed,2025-10-24,api returning unexpected error
4808,VPN connection failed remotely,VPN Access,High,3.36,Database Team,Resolved,2025-09-30,vpn connection failed remotely
4809,Outlook not syncing emails,Email Issue,Critical,11.89,Database Team,Open,2025-09-26,outlook syncing emails
4810,Form submission failed,Application Bug,Low,8.36,Security Team,Resolved,2025-08-25,form submission failed
4811,Password reset link not working,Password Reset,Critical,7.72,Network Team,Closed,2025-07-05,password reset link working
4812,Unable to login after password reset,Password Reset,Low,8.4,Security Team,In Progress,2025-08-15,unable login password reset
4813,Outlook not syncing emails,Email Issue,Critical,4.2,Cloud Team,Open,2026-04-09,outlook syncing emails
4814,Unable to install software update,Software Issue,Medium,1.84,Network Team,Open,2025-09-18,unable install software update
4815,Database query execution failed,Database Issue,Critical,8.23,Security Team,Open,2025-06-22,database query execution failed
4816,Unable to send company email,Email Issue,Low,10.18,IT Support,In Progress,2025-09-27,unable send company email
4817,SQL server connection timeout,Database Issue,High,2.63,Network Team,Resolved,2026-05-31,sql server connection timeout
4818,Cloud storage access denied,Cloud Issue,High,9.52,Database Team,Resolved,2025-09-03,cloud storage access denied
4819,Unable to login after password reset,Password Reset,Critical,9.76,IT Support,Closed,2025-10-15,unable login password reset
4820,Dashboard not loading correctly,Application Bug,Low,8.14,Security Team,Resolved,2025-08-11,dashboard loading correctly
4821,VPN connection failed remotely,VPN Access,Low,5.39,Database Team,In Progress,2026-01-31,vpn connection failed remotely
4822,Unable to connect to database,Database Issue,Low,3.08,Cloud Team,In Progress,2025-07-15,unable connect database
4823,AWS server instance down,Cloud Issue,Low,1.37,Cloud Team,Resolved,2026-05-13,aws server instance
4824,Email attachments not opening,Email Issue,Medium,7.42,Application Team,Open,2026-01-15,email attachments opening
4825,Suspicious login detected,Security Incident,High,7.88,Application Team,Resolved,2025-10-11,suspicious login detected
4826,Form submission failed,Application Bug,Critical,10.48,Application Team,Closed,2026-04-08,form submission failed
4827,Cloud storage access denied,Cloud Issue,Low,3.72,Application Team,In Progress,2025-07-01,cloud storage access denied
4828,Outlook not syncing emails,Email Issue,Low,4.33,Network Team,Resolved,2026-02-19,outlook syncing emails
4829,Unauthorized access attempt,Security Incident,High,10.14,Database Team,Resolved,2025-08-02,unauthorized access attempt
4830,Database query execution failed,Database Issue,High,8.89,Database Team,In Progress,2025-12-24,database query execution failed
4831,Forgot system password,Password Reset,Critical,4.42,IT Support,Open,2026-04-04,forgot system password
4832,Forgot system password,Password Reset,Medium,6.21,Network Team,Open,2025-06-22,forgot system password
4833,Azure VM not responding,Cloud Issue,Medium,3.05,Application Team,Resolved,2025-08-19,azure vm responding
4834,Unauthorized access attempt,Security Incident,High,3.03,Application Team,Open,2025-09-09,unauthorized access attempt
4835,Forgot system password,Password Reset,Medium,8.93,Network Team,In Progress,2025-07-11,forgot system password
4836,Monitor display flickering,Hardware Issue,Low,2.15,Cloud Team,Closed,2025-09-09,monitor display flickering
4837,Outlook not syncing emails,Email Issue,Low,4.64,Cloud Team,In Progress,2025-07-04,outlook syncing emails
4838,WiFi disconnecting frequently,Network Issue,Medium,6.23,Security Team,Open,2025-12-29,wifi disconnecting frequently
4839,Keyboard not working properly,Hardware Issue,Low,7.49,Network Team,Open,2025-11-17,keyboard working properly
4840,Internet speed extremely slow,Network Issue,Critical,5.04,Network Team,Resolved,2026-05-06,internet speed extremely slow
4841,Laptop not turning on,Hardware Issue,Critical,10.61,Security Team,Open,2026-06-11,laptop turning
4842,Dashboard not loading correctly,Application Bug,High,8.64,IT Support,Open,2026-05-20,dashboard loading correctly
4843,Dashboard not loading correctly,Application Bug,Medium,4.63,Security Team,Closed,2026-02-09,dashboard loading correctly
4844,Unauthorized access attempt,Security Incident,Medium,7.48,Network Team,Closed,2026-03-30,unauthorized access attempt
4845,VPN connection failed remotely,VPN Access,Medium,5.29,IT Support,Resolved,2025-06-20,vpn connection failed remotely
4846,AWS server instance down,Cloud Issue,Critical,1.32,Application Team,Resolved,2025-06-21,aws server instance
4847,AWS server instance down,Cloud Issue,Critical,9.8,Security Team,Open,2026-03-02,aws server instance
4848,Unable to connect to company VPN,VPN Access,High,7.49,Database Team,Closed,2026-06-16,unable connect company vpn
4849,Unable to install software update,Software Issue,Medium,6.86,Network Team,In Progress,2026-06-09,unable install software update
4850,Suspicious login detected,Security Incident,Critical,6.65,Network Team,Open,2025-09-21,suspicious login detected
4851,VPN disconnecting repeatedly,VPN Access,Medium,5.05,Security Team,Closed,2026-03-02,vpn disconnecting repeatedly
4852,VPN connection failed remotely,VPN Access,Low,2.31,IT Support,In Progress,2026-04-03,vpn connection failed remotely
4853,Internet speed extremely slow,Network Issue,High,11.8,Application Team,In Progress,2025-11-16,internet speed extremely slow
4854,VPN connection failed remotely,VPN Access,Critical,11.71,Database Team,Resolved,2026-02-06,vpn connection failed remotely
4855,Monitor display flickering,Hardware Issue,Low,8.98,Application Team,Resolved,2026-02-05,monitor display flickering
4856,Forgot system password,Password Reset,High,8.35,Security Team,Resolved,2025-12-03,forgot system password
4857,Password reset link not working,Password Reset,Medium,7.12,IT Support,Open,2026-03-19,password reset link working
4858,Keyboard not working properly,Hardware Issue,Low,11.29,Cloud Team,In Progress,2025-08-17,keyboard working properly
4859,Unable to send company email,Email Issue,Low,1.3,Cloud Team,Open,2025-10-04,unable send company email
4860,Laptop not turning on,Hardware Issue,Critical,8.0,Network Team,In Progress,2026-02-02,laptop turning
4861,Forgot system password,Password Reset,Low,4.07,Security Team,Resolved,2025-08-03,forgot system password
4862,Dashboard not loading correctly,Application Bug,Low,2.29,Cloud Team,Open,2026-05-20,dashboard loading correctly
4863,Unable to access internal network,Network Issue,Medium,6.1,IT Support,Open,2025-12-10,unable access internal network
4864,Laptop not turning on,Hardware Issue,Medium,2.22,Network Team,Resolved,2025-12-31,laptop turning
4865,Form submission failed,Application Bug,High,4.39,Application Team,Open,2026-02-24,form submission failed
4866,Unable to connect to company VPN,VPN Access,Medium,6.42,Cloud Team,In Progress,2026-04-26,unable connect company vpn
4867,Internet speed extremely slow,Network Issue,Medium,2.34,Security Team,Resolved,2026-02-08,internet speed extremely slow
4868,Unable to install software update,Software Issue,Medium,9.24,IT Support,Closed,2025-06-27,unable install software update
4869,Unable to connect to company VPN,VPN Access,Critical,4.08,Security Team,Open,2025-06-26,unable connect company vpn
4870,Application crashing frequently,Software Issue,Critical,2.83,Application Team,Resolved,2025-11-03,application crashing frequently
4871,WiFi disconnecting frequently,Network Issue,High,8.4,Security Team,In Progress,2025-11-20,wifi disconnecting frequently
4872,SQL server connection timeout,Database Issue,High,4.35,Database Team,In Progress,2025-07-12,sql server connection timeout
4873,Cloud storage access denied,Cloud Issue,Medium,9.21,Application Team,Resolved,2025-06-24,cloud storage access denied
4874,Keyboard not working properly,Hardware Issue,High,11.07,IT Support,In Progress,2025-09-28,keyboard working properly
4875,Unable to send company email,Email Issue,Low,4.54,Cloud Team,Resolved,2026-03-06,unable send company email
4876,Forgot system password,Password Reset,Critical,11.2,IT Support,Resolved,2026-05-29,forgot system password
4877,Keyboard not working properly,Hardware Issue,Medium,1.52,Network Team,In Progress,2026-05-17,keyboard working properly
4878,Application crashing frequently,Software Issue,Critical,10.15,IT Support,In Progress,2026-02-20,application crashing frequently
4879,Laptop not turning on,Hardware Issue,Critical,11.37,Cloud Team,Closed,2025-11-22,laptop turning
4880,Unable to access internal network,Network Issue,Low,4.84,Application Team,Resolved,2026-05-29,unable access internal network
4881,Keyboard not working properly,Hardware Issue,High,6.55,Database Team,Resolved,2026-02-15,keyboard working properly
4882,Malware alert triggered,Security Incident,Medium,8.61,Database Team,Resolved,2026-02-16,malware alert triggered
4883,AWS server instance down,Cloud Issue,High,1.11,Network Team,In Progress,2026-04-10,aws server instance
4884,VPN disconnecting repeatedly,VPN Access,High,6.44,Cloud Team,In Progress,2025-07-28,vpn disconnecting repeatedly
4885,Azure VM not responding,Cloud Issue,High,3.06,Network Team,Open,2026-02-12,azure vm responding
4886,Internet speed extremely slow,Network Issue,Low,7.77,Database Team,Closed,2026-04-03,internet speed extremely slow
4887,Unable to login after password reset,Password Reset,High,5.88,Cloud Team,Open,2026-03-13,unable login password reset
4888,Password reset link not working,Password Reset,High,3.79,Database Team,Resolved,2026-06-01,password reset link working
4889,VPN disconnecting repeatedly,VPN Access,Critical,11.2,Database Team,Resolved,2026-06-12,vpn disconnecting repeatedly
4890,Email attachments not opening,Email Issue,Critical,6.02,IT Support,Resolved,2026-03-22,email attachments opening
4891,Keyboard not working properly,Hardware Issue,High,11.52,Cloud Team,Resolved,2025-08-05,keyboard working properly
