ticket_id,ticket_description,category,priority,resolution_time_hours,assigned_team,status,created_date
5436,Unable to access internal network,Network Issue,Critical,5.25,Cloud Team,Closed,2026-04-14
5437,Cloud storage access denied,Cloud Issue,Low,10.14,Application Team,In Progress,2025-07-23
5438,AWS server instance down,Cloud Issue,Low,7.66,Network Team,Closed,2025-09-07
5439,Monitor display flickering,Hardware Issue,Critical,7.15,Database Team,In Progress,2025-07-28
5440,Unable to access internal network,Network Issue,Medium,5.87,Security Team,Closed,2025-10-23
5441,Database query execution failed,Database Issue,High,10.0,Database Team,In Progress,2026-06-10
5442,Email attachments not opening,Email Issue,Medium,2.48,Cloud Team,Resolved,2025-07-05
5443,Password reset link not working,Password Reset,Low,2.83,Cloud Team,In Progress,2025-10-12
5444,Dashboard not loading correctly,Application Bug,Critical,2.58,Database Team,In Progress,2025-06-29
5445,Application crashing frequently,Software Issue,Medium,2.51,Network Team,Closed,2026-05-21
5446,Keyboard not working properly,Hardware Issue,Low,9.48,Application Team,In Progress,2025-10-23
5447,Unable to access internal network,Network Issue,Medium,7.25,Network Team,In Progress,2026-05-11
5448,Monitor display flickering,Hardware Issue,Critical,8.63,Application Team,Closed,2026-04-03
5449,Unable to send company email,Email Issue,Critical,6.07,Database Team,Open,2026-01-25
5450,Unable to connect to company VPN,VPN Access,Low,3.38,Cloud Team,Resolved,2025-12-19
5451,Password reset link not working,Password Reset,High,3.62,IT Support,Resolved,2026-06-17
5452,Monitor display flickering,Hardware Issue,Critical,4.15,Cloud Team,Closed,2025-12-21
5453,WiFi disconnecting frequently,Network Issue,High,2.01,Network Team,Open,2025-11-06
5454,Software license expired,Software Issue,Medium,10.88,IT Support,In Progress,2025-11-30
5455,Forgot system password,Password Reset,Low,9.37,Database Team,Open,2026-05-31
5456,Unable to connect to company VPN,VPN Access,High,4.41,Database Team,Resolved,2026-06-14
5457,VPN disconnecting repeatedly,VPN Access,Medium,10.06,Application Team,Closed,2026-02-17
5458,Suspicious login detected,Security Incident,Medium,5.54,Cloud Team,Resolved,2026-01-06
5459,Dashboard not loading correctly,Application Bug,Low,6.44,Security Team,Resolved,2026-04-22
5460,Outlook not syncing emails,Email Issue,Low,1.95,Security Team,In Progress,2026-02-01
5461,Unable to connect to company VPN,VPN Access,Low,10.21,IT Support,In Progress,2026-04-06
5462,Unable to connect to database,Database Issue,High,3.14,IT Support,In Progress,2026-06-03
5463,Software license expired,Software Issue,High,4.06,Database Team,Closed,2025-12-10
5464,Laptop not turning on,Hardware Issue,Medium,11.89,IT Support,Resolved,2026-05-20
5465,VPN disconnecting repeatedly,VPN Access,Medium,4.49,IT Support,In Progress,2025-11-20
5466,Suspicious login detected,Security Incident,Medium,6.02,Database Team,Resolved,2025-11-11
5467,Unable to connect to database,Database Issue,Critical,10.25,Application Team,Resolved,2025-06-24
5468,Application crashing frequently,Software Issue,Medium,10.78,Network Team,Open,2026-02-05
5469,Keyboard not working properly,Hardware Issue,Medium,8.63,Network Team,In Progress,2025-07-21
5470,WiFi disconnecting frequently,Network Issue,Critical,9.17,Cloud Team,Open,2026-04-03
5471,VPN disconnecting repeatedly,VPN Access,Medium,4.39,Application Team,Open,2026-04-13
5472,Azure VM not responding,Cloud Issue,Low,7.95,Database Team,Resolved,2026-03-07
5473,Database query execution failed,Database Issue,Critical,6.92,Security Team,Open,2025-09-18
5474,SQL server connection timeout,Database Issue,Critical,4.04,Network Team,Resolved,2025-09-14
5475,Software license expired,Software Issue,High,8.05,Database Team,In Progress,2026-03-04
5476,Unable to install software update,Software Issue,Critical,8.98,Network Team,Closed,2026-05-21
5477,Application crashing frequently,Software Issue,Critical,3.44,Network Team,Open,2026-03-07
5478,WiFi disconnecting frequently,Network Issue,Critical,7.85,Application Team,Resolved,2026-03-08
5479,Database query execution failed,Database Issue,High,4.37,Security Team,Open,2025-10-04
5480,Unable to login after password reset,Password Reset,Critical,3.41,Network Team,In Progress,2026-04-07
5481,Unable to connect to company VPN,VPN Access,Critical,10.77,IT Support,In Progress,2025-08-08
5482,Unable to connect to company VPN,VPN Access,Low,2.91,Network Team,In Progress,2025-09-29
5483,Laptop not turning on,Hardware Issue,Critical,6.21,Network Team,Open,2026-02-17
5484,Unable to send company email,Email Issue,Critical,1.99,Application Team,Closed,2025-09-23
5485,Laptop not turning on,Hardware Issue,High,10.96,Security Team,Open,2025-10-12
5486,Keyboard not working properly,Hardware Issue,Low,8.8,Application Team,Closed,2026-03-06
5487,Unable to login after password reset,Password Reset,Critical,9.51,Application Team,In Progress,2026-03-04
5488,SQL server connection timeout,Database Issue,Low,8.67,IT Support,In Progress,2026-01-22
5489,Azure VM not responding,Cloud Issue,Low,8.0,Cloud Team,Open,2025-07-28
5490,SQL server connection timeout,Database Issue,High,11.52,Network Team,Closed,2026-02-25
5491,Keyboard not working properly,Hardware Issue,Low,9.47,Network Team,Resolved,2025-07-28
5492,Software license expired,Software Issue,Critical,2.88,Security Team,In Progress,2026-03-31
5493,API returning unexpected error,Application Bug,Critical,4.94,Application Team,Closed,2025-07-14
5494,Forgot system password,Password Reset,Low,9.8,Network Team,In Progress,2026-02-08
5495,Unable to connect to database,Database Issue,Low,10.16,Network Team,Open,2025-10-09
5496,VPN connection failed remotely,VPN Access,Low,5.48,Application Team,Resolved,2025-11-27
5497,Database query execution failed,Database Issue,Medium,5.89,Database Team,Open,2025-10-05
5498,Software license expired,Software Issue,Medium,4.64,Database Team,In Progress,2026-03-26
5499,Unable to connect to database,Database Issue,High,3.49,Database Team,Resolved,2026-06-08
5500,Unable to send company email,Email Issue,Low,8.55,Security Team,Open,2026-02-04
5501,Suspicious login detected,Security Incident,Critical,3.84,Database Team,Open,2026-03-14
5502,Cloud storage access denied,Cloud Issue,Critical,8.56,Database Team,Open,2026-02-21
5503,AWS server instance down,Cloud Issue,Critical,5.87,Security Team,Closed,2026-03-19
5504,WiFi disconnecting frequently,Network Issue,Medium,8.29,Application Team,Closed,2025-09-26
5505,Unable to login after password reset,Password Reset,High,3.22,Cloud Team,Closed,2025-11-04
5506,Unable to send company email,Email Issue,Medium,10.98,Cloud Team,Open,2026-01-10
5507,Laptop not turning on,Hardware Issue,High,4.98,IT Support,In Progress,2025-12-12
5508,Azure VM not responding,Cloud Issue,High,11.39,Cloud Team,In Progress,2025-11-08
5509,Unable to connect to company VPN,VPN Access,High,8.01,IT Support,In Progress,2025-07-09
5510,Unable to send company email,Email Issue,Medium,1.1,Cloud Team,Resolved,2025-08-27
5511,WiFi disconnecting frequently,Network Issue,High,6.14,Security Team,Open,2025-06-24
5512,SQL server connection timeout,Database Issue,Medium,9.33,Database Team,Open,2026-03-19
5513,Laptop not turning on,Hardware Issue,Critical,8.14,IT Support,Closed,2025-08-14
5514,Unable to install software update,Software Issue,Low,3.86,Network Team,In Progress,2025-12-14
5515,Application crashing frequently,Software Issue,Critical,9.75,Database Team,Closed,2026-03-01
5516,Cloud storage access denied,Cloud Issue,High,11.93,Application Team,Resolved,2025-08-05
5517,Cloud storage access denied,Cloud Issue,Critical,1.62,IT Support,Closed,2025-09-25
5518,Database query execution failed,Database Issue,Critical,1.19,Database Team,In Progress,2026-06-03
5519,AWS server instance down,Cloud Issue,High,6.46,IT Support,Open,2025-10-29
5520,Cloud storage access denied,Cloud Issue,Medium,6.73,Cloud Team,Closed,2025-11-27
5521,Monitor display flickering,Hardware Issue,Critical,5.71,Application Team,Open,2025-07-25
5522,WiFi disconnecting frequently,Network Issue,Critical,5.96,Database Team,Resolved,2025-08-07
5523,VPN disconnecting repeatedly,VPN Access,Medium,1.7,Security Team,In Progress,2025-10-09
5524,API returning unexpected error,Application Bug,Critical,8.28,IT Support,Closed,2025-11-23
5525,Dashboard not loading correctly,Application Bug,High,1.87,Database Team,Open,2026-04-23
5526,Unable to access internal network,Network Issue,High,10.74,IT Support,In Progress,2025-12-17
5527,Software license expired,Software Issue,Medium,10.97,Application Team,In Progress,2026-03-12
5528,Software license expired,Software Issue,Critical,7.45,Database Team,Open,2026-02-24
5529,Forgot system password,Password Reset,Medium,8.43,Application Team,Open,2026-04-15
5530,Outlook not syncing emails,Email Issue,Critical,3.26,Cloud Team,Closed,2026-03-11
5531,Internet speed extremely slow,Network Issue,Medium,7.45,Cloud Team,In Progress,2025-07-07
5532,Suspicious login detected,Security Incident,Medium,4.63,Cloud Team,Open,2025-07-18
5533,Unable to connect to company VPN,VPN Access,Medium,1.93,Cloud Team,Open,2025-11-16
5534,Unable to connect to company VPN,VPN Access,High,6.72,Cloud Team,In Progress,2026-04-03
5535,Unable to send company email,Email Issue,Low,7.7,Database Team,In Progress,2026-01-12
5536,Form submission failed,Application Bug,High,9.96,Database Team,Resolved,2025-07-22
5537,Cloud storage access denied,Cloud Issue,Low,1.79,Application Team,In Progress,2025-07-15
5538,Form submission failed,Application Bug,Medium,9.77,Database Team,Open,2025-11-08
5539,SQL server connection timeout,Database Issue,Critical,4.15,Security Team,Open,2025-09-06
5540,WiFi disconnecting frequently,Network Issue,Medium,1.95,Cloud Team,Resolved,2025-09-08
5541,Unauthorized access attempt,Security Incident,High,6.27,Network Team,Resolved,2025-12-11
5542,Cloud storage access denied,Cloud Issue,Critical,2.52,Database Team,In Progress,2025-11-05
5543,VPN disconnecting repeatedly,VPN Access,Low,10.39,Network Team,Closed,2025-08-20
5544,Unauthorized access attempt,Security Incident,High,3.2,Application Team,Closed,2026-04-02
5545,Software license expired,Software Issue,Critical,3.46,Application Team,Closed,2026-02-09
5546,Email attachments not opening,Email Issue,Medium,11.82,IT Support,Closed,2025-12-22
5547,Unable to access internal network,Network Issue,Low,10.33,IT Support,Resolved,2026-03-16
5548,Unauthorized access attempt,Security Incident,Medium,4.76,Application Team,Open,2025-08-23
5549,Forgot system password,Password Reset,Critical,10.76,Network Team,Closed,2025-12-09
5550,Unable to connect to database,Database Issue,High,4.96,Security Team,Resolved,2025-12-29
5551,Unable to access internal network,Network Issue,Medium,5.81,Network Team,Open,2025-11-21
5552,Software license expired,Software Issue,Critical,2.43,Security Team,Open,2025-07-25
5553,Unable to connect to company VPN,VPN Access,Critical,7.1,Network Team,Open,2026-03-17
5554,VPN disconnecting repeatedly,VPN Access,Low,7.72,Network Team,Closed,2026-01-13
5555,Malware alert triggered,Security Incident,High,2.24,Application Team,Closed,2025-10-09
5556,Cloud storage access denied,Cloud Issue,Medium,4.76,Cloud Team,Open,2026-01-07
5557,Dashboard not loading correctly,Application Bug,Critical,6.88,IT Support,In Progress,2026-06-11
5558,Keyboard not working properly,Hardware Issue,Critical,11.8,Database Team,Closed,2025-11-10
5559,SQL server connection timeout,Database Issue,Critical,10.56,Cloud Team,Resolved,2025-10-08
5560,Unable to send company email,Email Issue,Medium,2.74,Security Team,Open,2026-03-10
5561,Application crashing frequently,Software Issue,Low,6.57,Cloud Team,Open,2026-03-02
5562,Unable to access internal network,Network Issue,Medium,1.55,Database Team,Closed,2025-12-24
5563,API returning unexpected error,Application Bug,Medium,4.52,Cloud Team,Closed,2025-07-09
5564,Unable to connect to database,Database Issue,Critical,1.91,IT Support,Resolved,2026-04-25
5565,Email attachments not opening,Email Issue,Low,8.58,Database Team,Closed,2025-10-13
5566,Dashboard not loading correctly,Application Bug,Critical,7.83,Security Team,In Progress,2026-03-06
5567,VPN disconnecting repeatedly,VPN Access,Medium,11.93,Application Team,Resolved,2025-08-07
5568,Cloud storage access denied,Cloud Issue,Low,11.37,IT Support,Resolved,2026-03-20
5569,Password reset link not working,Password Reset,Medium,10.15,IT Support,Open,2026-01-18
5570,Software license expired,Software Issue,Medium,7.07,Network Team,In Progress,2025-11-28
5571,Email attachments not opening,Email Issue,Critical,5.64,Network Team,Resolved,2026-02-13
5572,Outlook not syncing emails,Email Issue,Medium,4.66,Database Team,Open,2026-04-30
5573,WiFi disconnecting frequently,Network Issue,High,10.53,Cloud Team,Resolved,2025-10-06
5574,Form submission failed,Application Bug,Critical,7.46,Application Team,Closed,2026-06-02
5575,Cloud storage access denied,Cloud Issue,Low,11.52,Database Team,Resolved,2026-04-30
5576,Database query execution failed,Database Issue,Medium,11.12,Application Team,Closed,2025-08-11
5577,AWS server instance down,Cloud Issue,High,7.2,Application Team,In Progress,2026-04-03
5578,Database query execution failed,Database Issue,Critical,7.79,IT Support,Resolved,2025-12-24
5579,Form submission failed,Application Bug,Medium,6.49,Database Team,In Progress,2025-10-22
5580,Forgot system password,Password Reset,Medium,10.25,Database Team,Closed,2026-03-04
5581,Unable to access internal network,Network Issue,Medium,10.07,Application Team,Resolved,2025-07-22
5582,Database query execution failed,Database Issue,High,8.26,Database Team,Closed,2025-08-21
5583,Malware alert triggered,Security Incident,High,4.27,Network Team,Open,2025-08-12
5584,Software license expired,Software Issue,Low,7.19,Database Team,Closed,2025-10-10
5585,Keyboard not working properly,Hardware Issue,Critical,5.59,IT Support,Resolved,2025-12-12
5586,Laptop not turning on,Hardware Issue,Medium,8.8,Application Team,Resolved,2025-08-15
5587,Outlook not syncing emails,Email Issue,Medium,10.38,Network Team,Closed,2025-11-14
5588,WiFi disconnecting frequently,Network Issue,Low,3.97,Network Team,In Progress,2025-11-13
5589,SQL server connection timeout,Database Issue,Medium,10.62,Application Team,Resolved,2025-11-05
5590,SQL server connection timeout,Database Issue,High,9.68,Cloud Team,Open,2025-11-20
5591,Internet speed extremely slow,Network Issue,High,4.31,Network Team,Open,2026-04-24
5592,Outlook not syncing emails,Email Issue,Medium,6.4,Network Team,In Progress,2026-03-30
5593,Monitor display flickering,Hardware Issue,Low,10.2,IT Support,Closed,2025-10-04
5594,VPN connection failed remotely,VPN Access,High,8.34,Database Team,Resolved,2025-08-24
5595,Database query execution failed,Database Issue,Critical,6.85,Security Team,In Progress,2026-04-04
5596,Cloud storage access denied,Cloud Issue,Critical,4.54,IT Support,In Progress,2025-10-29
5597,Email attachments not opening,Email Issue,Critical,6.18,Network Team,In Progress,2026-01-08
5598,Azure VM not responding,Cloud Issue,Medium,9.22,Database Team,Closed,2025-09-26
5599,Outlook not syncing emails,Email Issue,Low,2.23,Database Team,Closed,2026-04-19
5600,Malware alert triggered,Security Incident,Medium,2.76,Network Team,In Progress,2026-03-03
5601,Unable to login after password reset,Password Reset,High,10.55,Database Team,Resolved,2026-01-13
5602,Outlook not syncing emails,Email Issue,High,8.57,Application Team,Resolved,2025-10-02
5603,Application crashing frequently,Software Issue,Low,9.47,Network Team,Closed,2025-08-17
5604,Cloud storage access denied,Cloud Issue,Critical,2.34,Security Team,In Progress,2025-12-12
5605,Software license expired,Software Issue,Critical,7.37,Security Team,In Progress,2025-09-15
5606,Unable to login after password reset,Password Reset,Medium,1.08,Cloud Team,Open,2026-02-13
5607,Password reset link not working,Password Reset,Critical,11.91,Security Team,In Progress,2025-11-09
5608,Dashboard not loading correctly,Application Bug,High,1.43,Network Team,Closed,2026-03-01
5609,Outlook not syncing emails,Email Issue,High,1.71,Cloud Team,Resolved,2025-11-05
5610,Malware alert triggered,Security Incident,Low,10.39,Database Team,Resolved,2025-08-18
5611,Laptop not turning on,Hardware Issue,Critical,3.24,Database Team,In Progress,2025-12-30
5612,Dashboard not loading correctly,Application Bug,Low,2.85,Database Team,Closed,2025-11-08
5613,AWS server instance down,Cloud Issue,Critical,5.05,Application Team,Open,2026-02-05
5614,Laptop not turning on,Hardware Issue,Critical,11.24,Network Team,Open,2025-07-30
5615,Unable to access internal network,Network Issue,Medium,4.14,Database Team,Closed,2025-09-20
5616,Malware alert triggered,Security Incident,Critical,1.69,Cloud Team,Open,2026-01-24
5617,Forgot system password,Password Reset,Critical,2.72,Database Team,Closed,2026-03-08
5618,Database query execution failed,Database Issue,Critical,11.72,Security Team,Resolved,2025-11-29
5619,SQL server connection timeout,Database Issue,High,1.8,Application Team,Resolved,2025-10-11
5620,Laptop not turning on,Hardware Issue,Medium,1.03,Cloud Team,Closed,2025-11-12
5621,Password reset link not working,Password Reset,Low,3.84,Database Team,Resolved,2025-10-31
5622,Suspicious login detected,Security Incident,Low,3.19,Database Team,In Progress,2026-04-30
5623,Suspicious login detected,Security Incident,Critical,2.57,Security Team,Open,2025-12-09
5624,Unauthorized access attempt,Security Incident,Low,11.76,Database Team,In Progress,2025-08-29
5625,Suspicious login detected,Security Incident,High,10.19,IT Support,In Progress,2026-05-28
5626,Outlook not syncing emails,Email Issue,Critical,10.04,Security Team,In Progress,2026-01-17
5627,Software license expired,Software Issue,Medium,9.02,Network Team,In Progress,2026-03-16
5628,Monitor display flickering,Hardware Issue,Low,6.97,IT Support,Open,2026-02-16
5629,Database query execution failed,Database Issue,Low,2.9,Application Team,Closed,2025-12-03
5630,Email attachments not opening,Email Issue,High,11.55,Application Team,Resolved,2025-09-27
5631,Laptop not turning on,Hardware Issue,High,9.35,Database Team,Closed,2025-10-26
5632,Suspicious login detected,Security Incident,Low,11.46,Application Team,In Progress,2026-04-19
5633,Keyboard not working properly,Hardware Issue,High,6.82,Cloud Team,In Progress,2026-03-20
5634,Unable to send company email,Email Issue,High,3.7,Security Team,Open,2026-04-09
5635,WiFi disconnecting frequently,Network Issue,High,7.78,Network Team,In Progress,2026-02-09
5636,VPN connection failed remotely,VPN Access,High,2.61,Application Team,In Progress,2025-07-05
5637,Unable to login after password reset,Password Reset,Medium,2.2,Security Team,Closed,2025-08-29
5638,Azure VM not responding,Cloud Issue,Low,3.15,IT Support,In Progress,2026-01-03
5639,API returning unexpected error,Application Bug,High,9.29,Database Team,Closed,2025-10-13
5640,Application crashing frequently,Software Issue,Medium,4.7,Network Team,Resolved,2026-03-27
5641,Malware alert triggered,Security Incident,High,3.01,Database Team,In Progress,2025-10-24
5642,Cloud storage access denied,Cloud Issue,Low,10.72,Database Team,In Progress,2025-12-30
5643,Suspicious login detected,Security Incident,Critical,6.31,Security Team,In Progress,2026-05-30
5644,Keyboard not working properly,Hardware Issue,Low,6.71,Network Team,In Progress,2025-10-14
5645,Unable to login after password reset,Password Reset,Critical,11.71,Application Team,Closed,2026-02-14
5646,Keyboard not working properly,Hardware Issue,Medium,1.71,IT Support,Resolved,2026-04-13
5647,WiFi disconnecting frequently,Network Issue,Medium,4.32,Application Team,Closed,2026-03-03
5648,Password reset link not working,Password Reset,Low,4.59,Database Team,In Progress,2026-04-16
5649,Dashboard not loading correctly,Application Bug,Critical,5.49,IT Support,In Progress,2026-05-24
5650,Dashboard not loading correctly,Application Bug,High,4.21,Cloud Team,Open,2026-02-04
5651,Unable to connect to company VPN,VPN Access,Low,10.02,Application Team,Open,2026-01-03
5652,Form submission failed,Application Bug,Low,3.23,Database Team,Resolved,2026-06-18
5653,Keyboard not working properly,Hardware Issue,Medium,1.52,Network Team,Open,2025-08-31
5654,Unable to connect to database,Database Issue,Low,4.25,Security Team,Closed,2025-10-11
5655,Azure VM not responding,Cloud Issue,Critical,1.72,Application Team,Open,2025-09-08
5656,WiFi disconnecting frequently,Network Issue,High,1.17,Database Team,Resolved,2026-06-13
5657,Outlook not syncing emails,Email Issue,Low,6.22,Security Team,Resolved,2026-03-17
5658,API returning unexpected error,Application Bug,High,4.21,Application Team,In Progress,2026-02-24
5659,Laptop not turning on,Hardware Issue,Critical,6.8,Database Team,In Progress,2025-07-26
5660,Azure VM not responding,Cloud Issue,Critical,2.78,Network Team,Resolved,2025-08-22
5661,Unable to access internal network,Network Issue,Critical,3.19,IT Support,Closed,2025-10-18
5662,Unable to send company email,Email Issue,High,9.23,IT Support,Closed,2025-09-21
5663,API returning unexpected error,Application Bug,Critical,7.99,IT Support,Open,2025-07-18
5664,Monitor display flickering,Hardware Issue,Medium,2.87,Network Team,Closed,2026-01-02
5665,AWS server instance down,Cloud Issue,Medium,10.23,Cloud Team,In Progress,2025-11-19
5666,Email attachments not opening,Email Issue,Critical,6.82,Database Team,Resolved,2026-03-14
5667,Monitor display flickering,Hardware Issue,Low,11.23,Cloud Team,Open,2026-04-21
5668,Internet speed extremely slow,Network Issue,High,7.62,Application Team,Resolved,2026-03-17
5669,Email attachments not opening,Email Issue,Low,4.38,Network Team,In Progress,2025-06-22
5670,Outlook not syncing emails,Email Issue,Low,4.02,Application Team,Open,2025-06-22
5671,Unable to access internal network,Network Issue,High,4.02,Database Team,In Progress,2026-01-15
5672,Laptop not turning on,Hardware Issue,High,2.89,Network Team,Open,2025-08-17
5673,Unable to login after password reset,Password Reset,High,6.49,Network Team,Open,2025-09-29
5674,Outlook not syncing emails,Email Issue,Medium,2.73,Security Team,In Progress,2026-01-19
5675,Database query execution failed,Database Issue,High,8.56,Application Team,In Progress,2026-02-09
5676,Unable to send company email,Email Issue,Low,7.15,Security Team,Resolved,2025-09-06
5677,API returning unexpected error,Application Bug,Critical,9.85,Database Team,Open,2026-01-16
5678,WiFi disconnecting frequently,Network Issue,Critical,11.59,Database Team,Resolved,2026-05-28
5679,VPN disconnecting repeatedly,VPN Access,High,9.38,Application Team,Closed,2026-02-19
5680,Outlook not syncing emails,Email Issue,Medium,5.8,IT Support,Closed,2026-05-10
5681,Laptop not turning on,Hardware Issue,Medium,6.5,Database Team,Resolved,2025-08-11
5682,Unable to login after password reset,Password Reset,High,11.2,Security Team,Resolved,2025-07-08
5683,Unable to access internal network,Network Issue,Medium,6.7,Security Team,In Progress,2026-03-10
5684,AWS server instance down,Cloud Issue,Low,4.91,Database Team,Closed,2025-09-12
5685,AWS server instance down,Cloud Issue,Low,1.12,Database Team,Open,2025-07-07
5686,Email attachments not opening,Email Issue,High,7.85,Application Team,Closed,2026-01-06
5687,Dashboard not loading correctly,Application Bug,Medium,10.99,IT Support,In Progress,2025-10-13
5688,Internet speed extremely slow,Network Issue,High,6.91,Database Team,Resolved,2025-10-16
5689,Cloud storage access denied,Cloud Issue,High,4.57,Network Team,Resolved,2026-04-18
5690,Unable to connect to company VPN,VPN Access,Medium,11.44,Cloud Team,Open,2026-04-08
5691,Unable to send company email,Email Issue,Low,11.0,Network Team,Resolved,2026-02-06
5692,Internet speed extremely slow,Network Issue,High,5.45,Network Team,In Progress,2025-09-22
5693,Dashboard not loading correctly,Application Bug,Low,8.77,IT Support,In Progress,2026-02-26
5694,Unable to connect to database,Database Issue,Medium,2.61,Security Team,Resolved,2026-02-02
5695,Dashboard not loading correctly,Application Bug,Medium,7.18,Application Team,Closed,2025-12-09
5696,Unable to send company email,Email Issue,Low,5.21,Cloud Team,Open,2026-01-29
5697,Unable to login after password reset,Password Reset,Low,5.06,IT Support,Open,2025-10-01
5698,Malware alert triggered,Security Incident,Low,7.16,Database Team,In Progress,2025-09-30
5699,Unable to connect to company VPN,VPN Access,High,1.94,IT Support,Open,2025-09-25
5700,Monitor display flickering,Hardware Issue,Medium,10.72,Cloud Team,Resolved,2025-07-28
5701,Monitor display flickering,Hardware Issue,Low,8.07,Database Team,Resolved,2026-05-11
5702,Application crashing frequently,Software Issue,Low,9.34,Cloud Team,Open,2025-07-21
5703,SQL server connection timeout,Database Issue,Critical,4.68,Database Team,Open,2026-01-28
5704,Suspicious login detected,Security Incident,High,1.28,Cloud Team,Open,2025-08-29
5705,VPN disconnecting repeatedly,VPN Access,High,6.89,Cloud Team,Open,2026-02-03
5706,Forgot system password,Password Reset,Low,9.38,Cloud Team,Open,2026-04-12
5707,Dashboard not loading correctly,Application Bug,High,4.44,Database Team,Closed,2025-11-29
5708,Azure VM not responding,Cloud Issue,Medium,4.17,Application Team,In Progress,2025-09-20
5709,Monitor display flickering,Hardware Issue,Low,11.19,Cloud Team,Open,2025-10-03
5710,SQL server connection timeout,Database Issue,High,6.31,Network Team,Open,2026-04-09
5711,Laptop not turning on,Hardware Issue,Medium,11.68,Security Team,Resolved,2026-04-13
5712,SQL server connection timeout,Database Issue,High,1.9,Cloud Team,Resolved,2025-10-02
5713,SQL server connection timeout,Database Issue,Medium,9.11,Security Team,Resolved,2026-01-07
5714,Application crashing frequently,Software Issue,Critical,7.52,Network Team,Resolved,2025-08-26
5715,VPN connection failed remotely,VPN Access,Medium,4.63,Security Team,In Progress,2025-07-09
5716,VPN connection failed remotely,VPN Access,High,1.36,Application Team,Open,2025-07-19
5717,API returning unexpected error,Application Bug,Low,2.92,Security Team,In Progress,2025-09-18
5718,Unable to install software update,Software Issue,Critical,11.59,IT Support,Open,2026-05-21
5719,SQL server connection timeout,Database Issue,Low,8.4,Database Team,Open,2025-08-14
5720,Unable to access internal network,Network Issue,Critical,8.19,Network Team,Open,2025-09-08
5721,SQL server connection timeout,Database Issue,Critical,8.32,IT Support,In Progress,2025-09-26
5722,Unable to login after password reset,Password Reset,Low,7.06,IT Support,Resolved,2026-06-03
5723,WiFi disconnecting frequently,Network Issue,Critical,8.66,Network Team,Open,2025-11-14
5724,Unable to login after password reset,Password Reset,Critical,9.15,Network Team,In Progress,2025-12-02
5725,Malware alert triggered,Security Incident,Low,1.97,Network Team,Closed,2025-09-04
5726,VPN disconnecting repeatedly,VPN Access,Critical,8.83,Database Team,Open,2026-05-29
5727,Email attachments not opening,Email Issue,Medium,4.73,IT Support,Resolved,2025-11-11
5728,Unable to connect to company VPN,VPN Access,High,5.95,Database Team,Closed,2026-05-12
5729,Unable to login after password reset,Password Reset,Critical,1.95,Application Team,In Progress,2025-07-05
5730,Forgot system password,Password Reset,High,6.71,Cloud Team,Resolved,2025-09-16
5731,Unable to access internal network,Network Issue,High,4.81,Network Team,Open,2025-10-15
5732,Azure VM not responding,Cloud Issue,Low,7.4,Database Team,Resolved,2026-04-17
5733,Laptop not turning on,Hardware Issue,High,3.3,Cloud Team,In Progress,2026-05-11
5734,Azure VM not responding,Cloud Issue,Critical,1.36,Database Team,Closed,2025-09-17
5735,Cloud storage access denied,Cloud Issue,High,6.23,Application Team,In Progress,2026-04-18
5736,Database query execution failed,Database Issue,High,6.01,Network Team,Resolved,2025-08-13
5737,Suspicious login detected,Security Incident,Low,5.14,Cloud Team,In Progress,2025-12-24
5738,Unable to access internal network,Network Issue,Critical,4.2,Security Team,Resolved,2025-12-10
5739,Internet speed extremely slow,Network Issue,High,5.98,Security Team,Closed,2026-05-21
5740,Unable to connect to database,Database Issue,Critical,3.02,Network Team,Resolved,2026-04-16
5741,VPN disconnecting repeatedly,VPN Access,Low,6.38,Cloud Team,Closed,2025-07-05
5742,Form submission failed,Application Bug,High,8.75,Network Team,Closed,2026-01-28
5743,VPN disconnecting repeatedly,VPN Access,Medium,10.13,Application Team,Closed,2025-11-01
5744,Outlook not syncing emails,Email Issue,Medium,10.8,Database Team,In Progress,2026-02-17
5745,SQL server connection timeout,Database Issue,Critical,5.91,Cloud Team,In Progress,2025-10-03
5746,Form submission failed,Application Bug,Critical,2.15,Cloud Team,Open,2025-09-01
5747,Unable to login after password reset,Password Reset,Medium,10.9,Cloud Team,Open,2025-07-07
5748,Unable to connect to database,Database Issue,Medium,10.42,Security Team,In Progress,2025-11-07
5749,VPN disconnecting repeatedly,VPN Access,Low,6.93,Network Team,Resolved,2025-11-09
5750,Forgot system password,Password Reset,Critical,6.52,Application Team,Resolved,2026-05-10
5751,SQL server connection timeout,Database Issue,Low,5.19,IT Support,Resolved,2026-04-08
5752,SQL server connection timeout,Database Issue,High,1.78,IT Support,Resolved,2025-11-03
5753,Unable to install software update,Software Issue,Medium,5.8,Cloud Team,In Progress,2025-08-27
5754,Suspicious login detected,Security Incident,Low,4.27,Cloud Team,In Progress,2025-11-09
5755,Unable to access internal network,Network Issue,Critical,1.59,IT Support,In Progress,2025-08-07
5756,AWS server instance down,Cloud Issue,Low,8.0,Security Team,Resolved,2025-11-10
5757,Suspicious login detected,Security Incident,Medium,5.06,Application Team,Open,2025-12-06
5758,Laptop not turning on,Hardware Issue,Medium,7.51,Database Team,In Progress,2025-11-17
5759,Unable to send company email,Email Issue,Critical,10.7,Security Team,Closed,2026-06-06
5760,Forgot system password,Password Reset,High,6.84,IT Support,In Progress,2026-01-22
